Timestamp,Sample Rate (Hz),Time,Ax,Ay,Az,Gx,Gy,Gz
2024-08-18 11:06:36.075570,0,657.057638,-0.8671759963035583,-0.4182159900665283,0.3333039879798889,1.8200000524520874,-1.2599999904632568,-0.20999999344348907
2024-08-18 11:06:36.109062,0,657.085641,-0.8666880130767822,-0.4172399938106537,0.32793599367141724,0.9100000262260437,-1.2599999904632568,-0.07000000029802322
2024-08-18 11:06:36.129852,0,657.118641,-0.8593680262565613,-0.411871999502182,0.3323279917240143,0.5600000023841858,-1.4700000286102295,0.0
2024-08-18 11:06:36.162599,0,657.143769,-0.8622959852218628,-0.40943199396133423,0.33525601029396057,0.9800000190734863,-0.8399999737739563,0.49000000953674316
2024-08-18 11:06:36.194858,0,657.173809,-0.8696159720420837,-0.4089440107345581,0.330375999212265,1.2599999904632568,-1.5399999618530273,0.6299999952316284
2024-08-18 11:06:36.227609,0,657.204841,-0.864736020565033,-0.40357598662376404,0.3333039879798889,1.6100000143051147,-1.5399999618530273,0.07000000029802322
2024-08-18 11:06:36.248950,0,657.216874,-0.8627840280532837,-0.40455201268196106,0.3391599953174591,1.3300000429153442,-0.9800000190734863,0.0
2024-08-18 11:06:36.260193,0,657.234694,-0.8661999702453613,-0.41333600878715515,0.3357439935207367,1.2599999904632568,-0.3499999940395355,0.41999998688697815
2024-08-18 11:06:36.281272,0,657.267682,-0.8759599924087524,-0.4152880012989044,0.3323279917240143,1.2599999904632568,-1.6100000143051147,0.3499999940395355
2024-08-18 11:06:36.314169,0,657.294051,-0.8642479777336121,-0.40699198842048645,0.330375999212265,0.9100000262260437,-1.3300000429153442,-0.20999999344348907
2024-08-18 11:06:36.346672,0,657.32768,-0.8598560094833374,-0.40992000699043274,0.33476799726486206,1.399999976158142,-0.699999988079071,-0.20999999344348907
2024-08-18 11:06:36.368985,0,657.337756,-0.8637599945068359,-0.4084559977054596,0.33428001403808594,1.5399999618530273,-0.5600000023841858,0.07000000029802322
